master_id,year,volume,author,subject,title,year_start,year_end,notes,In PDF?
MASTER_00148,1877,NS 11,"Martin, W. A. P.",literature and language,On the Styles of Chinese epistolary composition,1877,1877,,
MASTER_00149,1877,NS 11,"Edkins, J.",meteorology and navigation,On Chinese names for boats and boat gear with remarks on the Chinese use of the mariner's compass,1877,1877,,
MASTER_00150,1877,NS 11,"Stent, G. C.",social customs,Chinese eunuchs,1877,1877,,
MASTER_00151,1878,NS 12,"Mayers, W. F.",social customs,On the Stone figures at Chinese tombs and the offering of living sacrifices,1878,1878,,
MASTER_00152,1878,NS 12,"Parker, E. H.",literature and language,The Comparative study of Chinese dialects,1878,1878,,
MASTER_00153,1878,NS 12,"Hosie, A.",meteorology,"Droughts in China, A. D. 620-1643",1878,1878,,
MASTER_00154,1878,NS 12,"Hosie, A.",astronomy,"Sunspots and sun - shadows observed in China, B. C. 28 - A. D. 1617",1878,1878,,
MASTER_00155,1878,NS 12,"Kingsmill, T. W.","religion, literature and language","The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king """,1878,1878,,
MASTER_00156,1878,NS 12,"Fritsche, H.",meteorology,The Climate of Eastern Asia,1878,1878,,
MASTER_00157,1879,NS 13,"Fauvel, A. A.",zoology,Alligators in China *,1879,1879,,
MASTER_00158,1879,NS 13,"Schulze, F. W.",meteorology,Periodical change of terrestrial magnetism *,1879,1879,,
MASTER_00159,1879,NS 13,"Mollendorf, P. G. von",law and social customs,The Family law of the Chinese and its comparative relations with that of other nations,1879,1879,,
MASTER_00160,1879,NS 13,"Kingsmill, T. W.",biographical history and individuals of history,"The story of Shun, the Emperor",1879,1879,"Shun, 舜",
MASTER_00161,1879,NS 14,"Kingsmill, T. W.",history,The Intercourse of China with Central and Western Asia in the Second Century B.C.,1879,1879,,
MASTER_00162,1879,NS 14,"Rhein, J.",inscriptions,Rock inscriptions at the north side of Yentai Hill *,1879,1879,"YENTAI HILL, Yantai Hill, 烟台山",
MASTER_00163,1879,NS 14,"Haas, J.",coinage,Siamese coinage *,1879,1879,,
MASTER_00164,1880,NS 15,"Bretschneider, E.",botany,Early European researches into the flora of China,1880,1880,,
MASTER_00165,1880,NS 15,"Bushell, S. W.",coinage,Coins of the present dynasty of China *,1880,1880,,
MASTER_00166,1880,NS 15,"Balfour, F. H.",philosophy,"The "" Naturalistic "" philosophy of China",1880,1880,,
MASTER_00167,1881,NS 16,"Guppy, H. B.",hydrology,"Notes on the hydrology of the Yang - tse, the Yellow River, and the Pei - ho *",1881,1881,,
MASTER_00168,1881,NS 16,"Guppy, H. B.",geology,"Some notes on the geology of Takow, Formosa",1881,1881,,
MASTER_00169,1881,NS 16,,botany,"Botanicon Sinicum Part I. Notes on Chinese botany, from native and Western sources",1881,1881,,
MASTER_00170,1881,NS 16,"Dechevrens, Le P. M.",meteorology,"The Climate of Shanghai, its meteorological conditions",1881,1881,,
MASTER_00171,1882,NS 17,"Giles, H. A.",literature and language,Notes on Chinese composition,1882,1882,,
MASTER_00172,1882,NS 17,"Guppy, H. B.",geology,On the geology of the neighbourhood of Nagasaki,1882,1882,,
MASTER_00173,1882,NS 17,"Anderson, G. C.",travel and general descriptions,Notes on the south coast of Saghalien,1882,1882,"SAGHALIEN, Sakhalin, 库页岛/萨哈林岛",
MASTER_00174,1882,NS 17,"Toda, E.",coinage,Annam and its minor currency,1882,1882,,
MASTER_00175,1882,NS 17,"Hirth, F.","government, political economy and political theory",The Hoppo - book of 1753,1882,1882,,
MASTER_00176,1883,NS 18,"Edkins, J.",history,What did the ancient Chinese know of the Greeks and Romans,1883,1883,,
MASTER_00177,1883,NS 18,"Scherzer, F., trans. Gould, C.",social customs,Corea,1883,1883,,
MASTER_00178,1883,NS 18,"Kleinwachter, G.",geology,Researches into the geology of Formosa *,1883,1883,,
MASTER_00179,1883,NS 18,"Imbault - Huart, C.",travel and general descriptions,Fragmens d'un voyage dans l'interieur de la Chine,1883,1883,,
MASTER_00180,1883,NS 18,"Morrison, G. J.",travel and general descriptions,"Some notes of a trip to Corea, in July and August, 1883",1883,1883,,
MASTER_00181,1883,NS 18,"Guppy, H. B.",geology,Notes on some dikes at the mouth of the Nankow pass *,1883,1883,,
MASTER_00182,1883,NS 18,"Guppy, H. B.","agriculture, industry, and trade",Samshu - brewing in North China,1883,1883,,
MASTER_00183,1883,NS 18,"Little, A. J.",travel and general descriptions,Notes on Szechuen and the Yangtse valley,1883,1883,"SZECHUEN, Sichuan, 四川省; YANGTSE, Yangtzi River, 长江",
MASTER_00184,1884,NS 19 Part 1,"Gardener, C. T.","zoology, botany, and geology","Animal, fossil, mineral and vegetable products of the consular district of Ichang",1884,1884,,
MASTER_00185,1884,NS 19 Part 1,"Parker, E. H.",travel and general descriptions,"Journey in Chekiang, A",1884,1884,,
MASTER_00186,1884,NS 19 Part 1,"Parker, E. H.",travel and general descriptions,"Journey in Fukien, A *",1884,1884,,
MASTER_00187,1884,NS 19 Part 1,"Parker, E. H.",travel and general descriptions,"Journey from Foochow to Wenchow, through Central Fukien, A",1884,1884,"FOOCHOW, Fuzhou, 福州市; W?NCHOW, Wenzhou, 温州市; FUKIEN. Fujian Province, 福建省",
MASTER_00188,1884,NS 19 Part 1,"Moule, G. E.",Buddhism,"Buddist sheet - tract, containing an apologue of human life, A *",1884,1884,,
MASTER_00189,1884,NS 19 Part 1,"Hosie, A.",communications,Trade routes to Western China,1884,1884,,
MASTER_00190,1884,NS 19 Part 2,"Imbault - Huart, C.",literature and language,"Poete Chinois du XVIIIe siecle, Yuan Tseu - ts ' ai, sa vie et ses oeuvres, Un",1884,1884,,
MASTER_00191,1884,NS 19 Part 2,"Kingsmill, T. W.","ethnology, anthropology and geography","Serica of Ptolemy and its inhabitants, The",1884,1884,,
MASTER_00192,1885,NS 20,,literature and language,Chinese theatricals and theatrical plots,1885,1885,,
MASTER_00193,1885,NS 20,"H., F.",literature and language,"Derivation of the German word "" huhnerauger """,1885,1885,,
MASTER_00194,1885,NS 20,"Giles, H. A.",literature and language,"The Hung Lou Mêng, commonly called “ The Dream of the Red Chamber """,1885,1885,"THE HUNG LOU M?NG, Hong Lou Meng, Dream of the Red Chamber, 红楼梦",
MASTER_00195,1885,NS 20,,social customs,The Prevalence of infanticide in China,1885,1885,,
MASTER_00196,1885,NS 20,"Playfair, G. M. H.",geography,The Mystery of Ta - ts ' in ,1885,1885,,
MASTER_00197,1885,NS 20,"T., C. B.",literature and language,"How snow inspired verse, and a rash order made the flowers bloom ("" Ching - hua- yuan, Chapter IV)",1885,1885,,
MASTER_00198,1885,NS 20,,social customs,What is filial piety ?,1885,1885,,
MASTER_00199,1885,NS 20,"Nocentini, L.",literature and language,Sinology in Italy,1885,1885,,
MASTER_00200,1885,NS 20,"Hirth, F.","agriculture, industry, and trade",Western appliances in the Chinese printing industry,1885,1885,,
MASTER_00201,1885,NS 20,,Literature; History,Chinese Theatricals and Theatrical Plots,1885,1885,,
MASTER_00202,1885,NS 20,"Phillips, G.","geography, navigation and travel",The Seaports of India and Ceylon,1885,1885,,
MASTER_00203,1885,NS 20,"Gabelentz, G. von der",literature and language,Some additions to my Chinese grammar,1885,1885,,
MASTER_00204,1886,NS 21,,literature and language,"The Advisability, or the reverse, of endeavoring to convey Western knowledge to the Chinese through the medium of their own language",1886,1886,,
MASTER_00205,1886,NS 21,"Macgowan, D. J.",literature and language,Histrionic notes,1886,1886,,
MASTER_00206,1886,NS 21,"Phillips, G.","geography, navigation and travel","Seaports of India and Ceylon, as described by Chinese voyagers of the 15th Century, together with an account of Chinese navigation, The ; Part II *",1886,1886,,
MASTER_00207,1886,NS 21,"Macintyre, J.",religion,Roadside religion in Manchuria,1886,1886,,
MASTER_00208,1886,NS 21,"Playfair, G. M. H.",chronology,Alphabetical list of the dynastic and reign - titles of Chinese Emperors,1886,1886,,
MASTER_00209,1886,NS 21,"Allen, H. J.",geography,Where was Ta - ts ' in ?,1886,1886,,
MASTER_00210,1886,NS 21,"Hirth, F.",geography,"Reply to Mr. H. J. Allen's paper "" Where was Ta - ts ' in ? """,1886,1886,,
MASTER_00211,1886,NS 21,"Macgowan, D. J.",economics,Chinese guilds or chambers of commerce and trades unions,1886,1886,,
MASTER_00212,1886,NS 21,"Allen, H. J.",Confucianism,Is Confucius a myth ?,1886,1886,,
MASTER_00213,1886,NS 21,"Edkins, J.",literature and language,"Philological importance of geographical terms in the "" Shi - ki """,1886,1886,,
MASTER_00214,1886,NS 21,"Allen, H. J.",geography,Ta - ts ' in and dependent states,1886,1886,,
MASTER_00215,1886,NS 21,"Hirth, F.",geography,"Reply to Mr. H. J. Allen's paper "" Ta - ts ' in and dependent states "" *",1886,1886,,
MASTER_00216,1886,NS 21,"Hirth, F.",literature and language,"Chinese equivalents of the letter "" R "" in foreign names",1886,1886,,
MASTER_00217,1886,NS 21,"Giles, H. A.",literature and language,The Family names,1886,1886,,
MASTER_00218,1886,NS 21,"Parker, E. H.",history,"Manchu relations with Tibet, or Si - tsang",1886,1886,,
MASTER_00219,1886,NS 21,"Legge, J.",literature and language,"Defense of the trans. of a passage in the "" Tsochwan",1886,1886,,
MASTER_00220,1886,NS 21,,mythology,Folk - lore Society,1886,1886,,
MASTER_00221,1886,NS 21,"H., F.",literature and language,Pen - ts ' ao - meng - ch'uan,1886,1886,,
MASTER_00222,1886,NS 21,"Carles, W. R.",travel and general descriptions,Corea,1886,1886,,
MASTER_00223,1887,NS 22,"Parker, E. H.",military,"The Military organization of China prior to 1842, as described by Wei Yuan",1887,1887,,
MASTER_00224,1887,NS 22,"Becher, H. M.",geology,Notes on the mineral resources of Eastern Shantung,1887,1887,"SHANTUNG, Shandong Province, 山东省",
MASTER_00225,1887,NS 22,,law,Chinese partnerships ; liability of the individual members,1887,1887,,
MASTER_00226,1887,NS 22,"Hirth, F.","government, political economy and political theory",Notes on the early history of the salt monopoly in China,1887,1887,,
MASTER_00227,1887,NS 22,"Parker, E. H.","government, political economy and political theory",The Salt revenue of China,1887,1887,,
MASTER_00228,1887,NS 22,"Zwehtkoff, P., Trans. Carles, W. R.","agriculture, industry, and trade",Remarks on the production of salt in China,1887,1887,,
MASTER_00229,1887,NS 22,"Nocentini, L.",chronology,"Names of the sovereigns of the old Corean states, etc.",1887,1887,,
MASTER_00230,1887,NS 22,"Hirth, F.","agriculture, industry, trade and porcelain",Ancient porcelain : a study in Chinese mediaeval industry and trade,1887,1887,,
MASTER_00231,1887,NS 22,"Hirth, F.","education, literature and language",The Chinese Oriental College,1887,1887,,
MASTER_00232,1887,NS 22,"Parker, E. H.",literature and language,Extracts from the Chinese works regarding the writing of the Ju - chih and Kitan Tartars *,1887,1887,,
MASTER_00233,1887,NS 22,"Henry, A.",botany,Chinese names of plants,1887,1887,,
MASTER_00234,1888,NS 23,"Carles, W. R.",history,A Corean monument to Manchu clemency,1888,1888,,
MASTER_00235,1888,NS 23,"Moule, G. E.",Taoism,A guide to True Vacuity,1888,1888,,
MASTER_00236,1888,NS 23,"Phillips, G.",history,"Changchow, the capital of Funkien in Mongol times",1888,1888,,
MASTER_00237,1888,NS 23,"Hobson, H. E.","Buddhism, Architecture",The Porcelain Pagoda of Nanking,1888,1888,,
MASTER_00238,1888,NS 23,"Jamieson, G.","agriculture, industry, trade and law",Tenure of land in China and the condition of the rural population,1888,1888,,
MASTER_00239,1888,NS 23,Moore,hydrology,The Bore of the Tsien - tang Kiang (Hang - chau Bay),1888,1888,,
MASTER_00240,1888,NS 23,"Volpicelli, Z. H.",social customs,Chinese chess *,1888,1888,,
MASTER_00241,1889-90,NS 24,"Mollendorf, P. G. von",literature and language,Essay on Manchu literature,1889,1890,,
MASTER_00242,1889-90,NS 24,"Morse, H. B.",coinage and social customs,Currency and measures in China,1889,1890,,
MASTER_00243,1889-90,NS 24,"Faber, E.","history, literature, language, astronomy and religion",Prehistoric China,1889,1890,,
MASTER_00244,1889-90,NS 24,"Edkins, J.",architecture,Chinese architecture,1889,1890,,
MASTER_00245,1889-90,NS 24,"Parker, E. H.",Christianity,Notes on the Nestorians in China,1889,1890,,
MASTER_00246,1889-90,NS 24,"Fries, S. R. von",architecture,"The "" Tent theory "" of Chinese architecture",1889,1890,,
MASTER_00247,1889-90,NS 24,"Hallifax, T. E.",zoology,Note on the comparative longevity of males and females in Japan,1889,1890,,
MASTER_00248,1890-91,NS 25,,botany,"Botanicon Sinicum : Notes on Chinese botany, from native and Western sources, Corrigenda and addenda to Part I",1890,1891,,
MASTER_00249,1890-91,NS 25,,botany,"Botanicon Sinicum Part II. Notes on Chinese botany, from native and Western sources",1890,1891,,
MASTER_00250,1890-91,NS 25,"Faber, E.",botany,"General remarks on "" Botanicon Sinicum "" ",1890,1891,,
MASTER_00251,1891-92,NS 26,"Fraser, E. H.",ethnology and anthropology,The Fish - skin Tartars,1891,1892,,
MASTER_00252,1891-92,NS 26,"Kingsmill, T. W.",astronomy,A Comparative table of the ancient lunar asterisms,1891,1892,,
MASTER_00253,1891-92,NS 26,"Volpicelli, Z. H.",social customs,Wei - ch ' i *,1891,1892,,
MASTER_00254,1891-92,NS 26,"Groot, J. J. M. de",Buddhism,Militant spirit of the Buddhist clergy in China,1891,1892,,
MASTER_00255,1892-93,NS 27,"Rosthorn, A. von","government, political economy and political theory","Salt administration of Ssuch'uan, The",1892,1893,"SSUCH'UAN. Sichuan, 四川省",
MASTER_00256,1892-93,NS 27,"Rosthorn, A. von",communications,River stages and branch routes from Ssuch ' uan to Yunnan and Kuichou,1892,1893,,
MASTER_00257,1892-93,NS 27,"Volpicelli, Z. H.",history,Early Portuguese commerce and settlements in China *,1892,1893,,
MASTER_00258,1892-93,NS 27,"Gardener, C. T.",coinage,"Coinage of Corea, The *",1892,1893,,
MASTER_00259,1892-93,NS 27,"Mollendorf, P. G. von",law and social customs,"Family law of the Chinese, The",1892,1893,,
MASTER_00260,1893-94,NS 28,"Kingsmill, T. W.",communications,Inland communications in China *,1893,1894,,
MASTER_00261,1893-94,NS 28,"Scott, J.","history, literature and language",Stray notes on Corean history and literature,1893,1894,,
MASTER_00262,1893-94,NS 28,"Clarke, G. W.",literature and language,"Yu - li or Precious Records, The *",1893,1894,,
MASTER_00263,1894-95,NS 29,"Bretschneider, E.","botany, literature and language",Botanicon Sinicum Part III. Botanical investigations into the materia medica of the ancient Chinese,1894,1895,,
MASTER_00264,1894-95,NS 29,"Bretschneider, E.",geography,"Chinese geographical names mentioned in the "" Pen Ts ' ao Kang Mu """,1894,1895,,
MASTER_00265,1894-95,NS 29,"Imbault - Huart, C.",travel and general descriptions,"Voyage de l'Ambassade Hollandaise de 1656 a travers la Province de Canton, Le",1894,1895,,
MASTER_00266,1894-95,NS 29,"Parker, E. H.","government, political economy and political theory","Financial capacity of China, The",1894,1895,,
MASTER_00267,1894-95,NS 29,"Parker, E. H.","government, political economy and political theory",Chinese revenue,1894,1895,,
MASTER_00268,1894-95,NS 29,"Bushell, S. W.","coinage, history, literature and language","Hsi Hsia Dynasty of Tangut, their money and peculiar script, The *",1894,1895,,
MASTER_00269,1894-95,NS 29,"Fraser, M. F. A.",literature and language,"Manchu ukase, A",1894,1895,,
MASTER_00270,1895-1896,NS 30,"Imbault - Huart, C.",Political science; Travel; History,LE VOYAGE DE L'AMBASSADE HOLLANDAISE DE 1656 A TRAVERS LA PROVINCE DE CANTON.,1895,1896,,
MASTER_00271,1895-1896,NS 30,"Parker, E. H.",Economics; History; Government,THE FINANCIAL CAPACITY OF CHINA.,1895,1896,,
MASTER_00272,1895-1896,NS 30,"Parker, E. H.",Economics; History; Government,CHINESE REVENUE.,1895,1896,,
MASTER_00273,1895-1896,NS 30,"Bushell, S. W.",History; Language and languages; Numismatics,"THE HSI HSIA DYNASTY OF TANGUT, THEIR MONEY AND PECULIAR SCRIPT.",1895,1896,,
MASTER_00274,1895-1896,NS 30,"Fraser, M. F. A.",History; Language and languages,A MANCHU UKASE.,1895,1896,,
MASTER_00275,1896-97,NS 31,"Parker, E. H.",ethnology and anthropology,Inscriptions de l'Orkho,1896,1897,,
MASTER_00276,1896-97,NS 31,"Kingsmill, T. W.",ethnology and anthropology,"Huns of Europe, The (Notes on E. H. Parker's paper "" Inscriptions de l'Orkhon "")",1896,1897,,
MASTER_00277,1896-97,NS 31,"Forke, A.",philosophy,Wang - chung and Plato on death and immortality,1896,1897,,
MASTER_00278,1896-97,NS 31,"Kingsmill, T. W.","ethnology, anthropology, literature and language","Chinese system of family relationship and its Aryan affinities, The",1896,1897,,
MASTER_00279,1896-97,NS 31,"Taylor, F. E.",coinage and economics,Scarcity of copper cash and the rise in prices,1896,1897,,
MASTER_00280,1896-97,NS 31,"Mollendorf, P. G. von",literature and language,"Limitations of comparative philology, On the",1896,1897,,
MASTER_00281,1896-97,NS 31,"Carles, W. R.",communications and hydrology,"Grand Canal of China, The",1896,1897,,
MASTER_00282,1898-1899,NS 32,"Kingsmill, T. W.",social customs,"THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.",1898,1899,,
MASTER_00283,1898-1899,NS 32,BYRON BRENAN,"government, political economy and political theory",THE OFFICE OF DISTRICT MAGISTRATE IN CHINA.,1898,1899,,
MASTER_00284,1898-1899,NS 32,NATALIS RONDOT,arts and archaeology,ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.,1898,1899,,
MASTER_00285,1898-1899,NS 32,E. BRASS,"agriculture, industry, and trade",SEALING AND WHALING IN THE NORTHERN PACIFIC.,1898,1899,,
MASTER_00286,1900-1901,NS 33,"Bourne, F. S. A.","government, political economy and political theory",Possible and impossible reforms,1900,1901,,
MASTER_00287,1900-1901,NS 33,"Williams, E. T.",religion,Some popular religious literature of the Chinese,1900,1901,,
MASTER_00288,1900-1901,NS 33,"Bushell, S. W.",coinage,Additional coins of the present dynasty *,1900,1901,,
MASTER_00289,1900-1901,NS 33,"Edkins, J.",philosophy,"Siun King, the philosopher, and his relations with contemporary schools of thought",1900,1901,,
MASTER_00290,1900-1901,NS 33,"Betts, G. E.",ethnology and anthropology,Social life of the Miao Tsi,1900,1901,"MIAO TSI., Miao zi/Miao zu, 苗子/苗族",
MASTER_00291,1900-1901,NS 33,"Vale, J.","agriculture, industry, trade and hydrology",Irrigation of the Ch'eng tu Plain,1900,1901,"CH'ENG TU PLAIN, Chengdu Plain, 成都平原",
MASTER_00292,1900-1901,NS 33,"Moule, G. E.",Confucianism and music,"Notes on the Ting - chi, or half - yearly sacrifice to Confucius *",1900,1901,,
MASTER_00293,1900-1901,NS 33,"Mencarini, J.",economics,"Philippine Chinese labour question, The",1900,1901,,
MASTER_00294,1900-1901,NS 33,"Macklin, W. E.","philosophy, religion, government and political theory",Mencius and some other reformers of China,1900,1901,,
MASTER_00295,1900-1901,NS 33,"Walshe, W. G.",history,"Ancient city of Shaohing, The",1900,1901,"SHAOHING, Shaoxing, 绍兴; Cheh-kiang, Zhejiang Province, 浙江省",
MASTER_00296,1901-1902,NS 34,"Forke, A.",philosophy,"Chinese sophists, The",1901,1902,,
MASTER_00297,1901-1902,NS 34,"Box, E.",mythology,Shanghai folk - lore,1901,1902,,
MASTER_00298,1901-1902,NS 34,"Kingsmill, T. W.",ethnology and anthropology,"Hirth, Dr. F., and the Hiung Nu",1901,1902,,
MASTER_00299,1903-1904,NS 35,"Edkins, J.",biographical history and individuals of history,"Kwo Tsi, an eminent military commander of the Tang Dynasty",1903,1904,"KWO TSI YI, Guo Ziyi, 郭子仪",
MASTER_00300,1903-1904,NS 35,"Chalfant, F. H.",social customs,Standard weights and measures of the Ch ' in Dynasty *,1903,1904,,
MASTER_00301,1903-1904,NS 35,"Walshe, W. G.",social customs,Some Chinese funeral customs,1903,1904,,
MASTER_00302,1903-1904,NS 35,"Ferguson, J. C.",biographical history and individuals of history,Wang An - shih,1903,1904,,
MASTER_00303,1903-1904,NS 35,"Kingsmill, T. W.","ethnology, anthropology and geography","Mantses and the Golden Chersonese, The",1903,1904,,
MASTER_00304,1905,NS 36,"Carey, F. W.",travel and general descriptions,Notes of an overland journey from Szemao to Rangoon *,1905,1905,"Szemao, Simao, currently Pu'er, 思茅，今普洱; Rangoon. Yangon, 仰光",
MASTER_00305,1905,NS 36,"Vale, J.","agriculture, industry, trade and hydrology",Irrigation of the Ch'eng tu Plain and beyond *,1905,1905,"Chen-tu, Chengdu, 成都",
