time_window,bigram,term_count,article_count,share
1858-1867,overland journey,4,4,0.014545454545454545
1858-1867,retrospect events,4,4,0.014545454545454545
1858-1867,journey peking,4,4,0.014545454545454545
1858-1867,peking shanghai,3,3,0.01090909090909091
1858-1867,february march,3,3,0.01090909090909091
1858-1867,state magnetic,2,2,0.007272727272727273
1858-1867,magnetic elements,2,2,0.007272727272727273
1858-1867,island formosa,2,2,0.007272727272727273
1858-1867,canton hankow,2,2,0.007272727272727273
1858-1867,events north,2,2,0.007272727272727273
1858-1867,events japan,2,2,0.007272727272727273
1858-1867,shanghai february,2,2,0.007272727272727273
1858-1867,grand canal,2,2,0.007272727272727273
1858-1867,buddhist shastra,1,1,0.0036363636363636364
1858-1867,coins qing,1,1,0.0036363636363636364
1858-1867,qing dynasty,1,1,0.0036363636363636364
1858-1867,ethnology eastern,1,1,0.0036363636363636364
1858-1867,eastern asia,1,1,0.0036363636363636364
1858-1867,cyclones law,1,1,0.0036363636363636364
1858-1867,law storms,1,1,0.0036363636363636364
1858-1867,visit simoda,1,1,0.0036363636363636364
1858-1867,simoda hakodadi,1,1,0.0036363636363636364
1858-1867,hakodadi japan,1,1,0.0036363636363636364
1858-1867,elements palces,1,1,0.0036363636363636364
1858-1867,palces adjacent,1,1,0.0036363636363636364
1858-1867,musical notation,1,1,0.0036363636363636364
1858-1867,character writings,1,1,0.0036363636363636364
1858-1867,writings mozi,1,1,0.0036363636363636364
1858-1867,sailing directions,1,1,0.0036363636363636364
1858-1867,directions yangtze,1,1,0.0036363636363636364
1858-1867,yangtze kiang,1,1,0.0036363636363636364
1858-1867,kiang woosung,1,1,0.0036363636363636364
1858-1867,woosung hankow,1,1,0.0036363636363636364
1858-1867,study natural,1,1,0.0036363636363636364
1858-1867,natural sciences,1,1,0.0036363636363636364
1858-1867,sciences japan,1,1,0.0036363636363636364
1858-1867,thermometrical taken,1,1,0.0036363636363636364
1858-1867,taken passage,1,1,0.0036363636363636364
1858-1867,passage nagasaki,1,1,0.0036363636363636364
1858-1867,nagasaki shanghai,1,1,0.0036363636363636364
1858-1867,narrative visit,1,1,0.0036363636363636364
1858-1867,visit island,1,1,0.0036363636363636364
1858-1867,species birds,1,1,0.0036363636363636364
1858-1867,birds found,1,1,0.0036363636363636364
1858-1867,found island,1,1,0.0036363636363636364
1858-1867,small lark,1,1,0.0036363636363636364
1858-1867,banishment criminals,1,1,0.0036363636363636364
1858-1867,meteorological tables,1,1,0.0036363636363636364
1858-1867,tables made,1,1,0.0036363636363636364
1858-1867,made japan,1,1,0.0036363636363636364
1858-1867,sketch tauist,1,1,0.0036363636363636364
1858-1867,tauist mythology,1,1,0.0036363636363636364
1858-1867,mythology modern,1,1,0.0036363636363636364
1858-1867,modern form,1,1,0.0036363636363636364
1858-1867,narrative american,1,1,0.0036363636363636364
1858-1867,american embassy,1,1,0.0036363636363636364
1858-1867,embassy peking,1,1,0.0036363636363636364
1858-1867,sketches miau,1,1,0.0036363636363636364
1858-1867,miau tsze,1,1,0.0036363636363636364
1858-1867,ancient mouths,1,1,0.0036363636363636364
1858-1867,mouths yangts,1,1,0.0036363636363636364
1858-1867,yangts kiang,1,1,0.0036363636363636364
1858-1867,cosmical phenomena,1,1,0.0036363636363636364
1858-1867,phenomena observed,1,1,0.0036363636363636364
1858-1867,observed neighborhood,1,1,0.0036363636363636364
1858-1867,neighborhood shanghai,1,1,0.0036363636363636364
1858-1867,shanghai past,1,1,0.0036363636363636364
1858-1867,past thirteen,1,1,0.0036363636363636364
1858-1867,thirteen centuries,1,1,0.0036363636363636364
1858-1867,sketch life,1,1,0.0036363636363636364
1858-1867,life confucius,1,1,0.0036363636363636364
1858-1867,ethics special,1,1,0.0036363636363636364
1858-1867,special reference,1,1,0.0036363636363636364
1858-1867,reference doctrine,1,1,0.0036363636363636364
1858-1867,doctrine human,1,1,0.0036363636363636364
1858-1867,human nature,1,1,0.0036363636363636364
1858-1867,nature sin,1,1,0.0036363636363636364
1858-1867,dissection japanese,1,1,0.0036363636363636364
1858-1867,japanese criminal,1,1,0.0036363636363636364
1858-1867,mineral resources,1,1,0.0036363636363636364
1858-1867,resources japan,1,1,0.0036363636363636364
1858-1867,japan etc,1,1,0.0036363636363636364
1858-1867,record occurrences,1,1,0.0036363636363636364
1858-1867,supplemental state,1,1,0.0036363636363636364
1858-1867,elements places,1,1,0.0036363636363636364
1858-1867,places adjacent,1,1,0.0036363636363636364
1858-1867,temperature hakodadi,1,1,0.0036363636363636364
1858-1867,winds weather,1,1,0.0036363636363636364
1858-1867,weather chefoo,1,1,0.0036363636363636364
1858-1867,city yedo,1,1,0.0036363636363636364
1858-1867,yedo capital,1,1,0.0036363636363636364
1858-1867,capital japan,1,1,0.0036363636363636364
1858-1867,physical causes,1,1,0.0036363636363636364
1858-1867,causes modify,1,1,0.0036363636363636364
1858-1867,modify climate,1,1,0.0036363636363636364
1858-1867,narrative overland,1,1,0.0036363636363636364
1858-1867,overland trip,1,1,0.0036363636363636364
1858-1867,trip hunan,1,1,0.0036363636363636364
1858-1867,hunan canton,1,1,0.0036363636363636364
1858-1867,journey petersburg,1,1,0.0036363636363636364
1858-1867,petersburg pekin,1,1,0.0036363636363636364
1858-1867,medicine medical,1,1,0.0036363636363636364
1858-1867,medical practice,1,1,0.0036363636363636364
1858-1867,sea-board russian,1,1,0.0036363636363636364
1858-1867,russian manchuria,1,1,0.0036363636363636364
1858-1867,impressions lapidary,1,1,0.0036363636363636364
1858-1867,lapidary inscription,1,1,0.0036363636363636364
1858-1867,inscription keu,1,1,0.0036363636363636364
1858-1867,keu yung,1,1,0.0036363636363636364
1858-1867,yung kwan,1,1,0.0036363636363636364
1858-1867,kwan great,1,1,0.0036363636363636364
1858-1867,great wall,1,1,0.0036363636363636364
1858-1867,wall near,1,1,0.0036363636363636364
1858-1867,near peking,1,1,0.0036363636363636364
1858-1867,condition sea,1,1,0.0036363636363636364
1858-1867,sea wall,1,1,0.0036363636363636364
1858-1867,wall head,1,1,0.0036363636363636364
1858-1867,head hang,1,1,0.0036363636363636364
1858-1867,hang chow,1,1,0.0036363636363636364
1858-1867,chow bay,1,1,0.0036363636363636364
1858-1867,appearance rugged,1,1,0.0036363636363636364
1858-1867,rugged islands,1,1,0.0036363636363636364
1858-1867,barometric thermometric,1,1,0.0036363636363636364
1858-1867,thermometric taken,1,1,0.0036363636363636364
1858-1867,taken september,1,1,0.0036363636363636364
1858-1867,september view,1,1,0.0036363636363636364
1858-1867,view determining,1,1,0.0036363636363636364
1858-1867,determining height,1,1,0.0036363636363636364
1858-1867,height lew,1,1,0.0036363636363636364
1858-1867,lew shan,1,1,0.0036363636363636364
1858-1867,specimen font,1,1,0.0036363636363636364
1858-1867,font movable,1,1,0.0036363636363636364
1858-1867,movable type,1,1,0.0036363636363636364
1858-1867,type belonging,1,1,0.0036363636363636364
1858-1867,belonging american,1,1,0.0036363636363636364
1858-1867,american presbyterian,1,1,0.0036363636363636364
1858-1867,presbyterian mission,1,1,0.0036363636363636364
1858-1867,geology great,1,1,0.0036363636363636364
1858-1867,great plain,1,1,0.0036363636363636364
1858-1867,sketch geology,1,1,0.0036363636363636364
1858-1867,geology quang,1,1,0.0036363636363636364
1858-1867,quang tung,1,1,0.0036363636363636364
1858-1867,tung province,1,1,0.0036363636363636364
1858-1867,birds beasts,1,1,0.0036363636363636364
1858-1867,beasts formosa,1,1,0.0036363636363636364
1858-1867,annals western,1,1,0.0036363636363636364
1858-1867,western ocean,1,1,0.0036363636363636364
1858-1867,sorgo northern,1,1,0.0036363636363636364
1858-1867,northern sugar,1,1,0.0036363636363636364
1858-1867,sugar cane,1,1,0.0036363636363636364
1858-1867,visit agricultural,1,1,0.0036363636363636364
1858-1867,agricultural mongols,1,1,0.0036363636363636364
1858-1867,remains ancient,1,1,0.0036363636363636364
1858-1867,ancient kambodia,1,1,0.0036363636363636364
1858-1867,hieroglyphic character,1,1,0.0036363636363636364
1858-1867,character written,1,1,0.0036363636363636364
1858-1867,written lan,1,1,0.0036363636363636364
1858-1867,respecting grass,1,1,0.0036363636363636364
1858-1867,funeral rites,1,1,0.0036363636363636364
1858-1867,rites performed,1,1,0.0036363636363636364
1858-1867,performed obsequies,1,1,0.0036363636363636364
1858-1867,obsequies takee,1,1,0.0036363636363636364
1858-1867,traces judicium,1,1,0.0036363636363636364
1858-1867,judicium dei,1,1,0.0036363636363636364
1858-1867,dei ordeal,1,1,0.0036363636363636364
1858-1867,ordeal law,1,1,0.0036363636363636364
1858-1867,water use,1,1,0.0036363636363636364
1858-1867,use shanghai,1,1,0.0036363636363636364
1858-1867,exhibiting pall,1,1,0.0036363636363636364
1858-1867,peking chefoo,1,1,0.0036363636363636364
1858-1867,chefoo via,1,1,0.0036363636363636364
1858-1867,via grand,1,1,0.0036363636363636364
1858-1867,canal yen,1,1,0.0036363636363636364
1858-1867,yen chow,1,1,0.0036363636363636364
1858-1867,chow foo,1,1,0.0036363636363636364
1858-1867,shanghai made,1,1,0.0036363636363636364
1858-1867,made february,1,1,0.0036363636363636364
1858-1867,japanese manuscript,1,1,0.0036363636363636364
1858-1867,description great,1,1,0.0036363636363636364
1858-1867,great examination,1,1,0.0036363636363636364
1858-1867,examination hall,1,1,0.0036363636363636364
1858-1867,hall canton,1,1,0.0036363636363636364
1858-1867,opinions regard,1,1,0.0036363636363636364
1858-1867,regard eclipses,1,1,0.0036363636363636364
1858-1867,wild silkworms,1,1,0.0036363636363636364
1858-1867,political intercourse,1,1,0.0036363636363636364
1858-1867,intercourse lewchew,1,1,0.0036363636363636364
1858-1867,outlying coal-fields,1,1,0.0036363636363636364
1858-1867,coal-fields south-eastern,1,1,0.0036363636363636364
1858-1867,south-eastern provinces,1,1,0.0036363636363636364
1858-1867,short sketch,1,1,0.0036363636363636364
1858-1867,sketch game,1,1,0.0036363636363636364
1858-1867,game chess,1,1,0.0036363636363636364
1858-1867,chess seang,1,1,0.0036363636363636364
1858-1867,seang kh'e,1,1,0.0036363636363636364
1858-1867,sketch journey,1,1,0.0036363636363636364
1858-1867,journey canton,1,1,0.0036363636363636364
1858-1867,hankow provinces,1,1,0.0036363636363636364
1858-1867,provinces kwangtung,1,1,0.0036363636363636364
1858-1867,kwangtung kwangsi,1,1,0.0036363636363636364
1858-1867,kwangsi hunan,1,1,0.0036363636363636364
1858-1867,hunan geological,1,1,0.0036363636363636364
1858-1867,trans inscription,1,1,0.0036363636363636364
1858-1867,inscription tablet,1,1,0.0036363636363636364
1858-1867,tablet hangkow,1,1,0.0036363636363636364
1858-1867,hangkow recording,1,1,0.0036363636363636364
1858-1867,recording changing,1,1,0.0036363636363636364
1858-1867,changing t'ien,1,1,0.0036363636363636364
1858-1867,t'ien chu,1,1,0.0036363636363636364
1858-1867,chu tang,1,1,0.0036363636363636364
1858-1867,tang roman,1,1,0.0036363636363636364
1858-1867,roman catholic,1,1,0.0036363636363636364
1858-1867,catholic church,1,1,0.0036363636363636364
1858-1867,church t'ien,1,1,0.0036363636363636364
1858-1867,t'ien hao,1,1,0.0036363636363636364
1858-1867,hao tung,1,1,0.0036363636363636364
1858-1867,north productions,1,1,0.0036363636363636364
1858-1867,productions communications,1,1,0.0036363636363636364
1858-1867,productions chiefly,1,1,0.0036363636363636364
1858-1867,chiefly mineral,1,1,0.0036363636363636364
1858-1867,mineral shantung,1,1,0.0036363636363636364
1858-1867,entomology shanghai,1,1,0.0036363636363636364
1858-1867,portion bed,1,1,0.0036363636363636364
1858-1867,bed yellow,1,1,0.0036363636363636364
1858-1867,yellow river,1,1,0.0036363636363636364
1858-1867,river water,1,1,0.0036363636363636364
1858-1867,water supply,1,1,0.0036363636363636364
1858-1867,supply grand,1,1,0.0036363636363636364
1858-1867,eclipses recorded,1,1,0.0036363636363636364
1858-1867,recorded works,1,1,0.0036363636363636364
1858-1867,chronological tables,1,1,0.0036363636363636364
1858-1867,christianity hung,1,1,0.0036363636363636364
1858-1867,hung tsiu,1,1,0.0036363636363636364
1858-1867,tsiu tsuen,1,1,0.0036363636363636364
1858-1867,tsuen taeping,1,1,0.0036363636363636364
1858-1867,taeping books,1,1,0.0036363636363636364
1858-1867,carte agricole,1,1,0.0036363636363636364
1858-1867,agricole generale,1,1,0.0036363636363636364
1858-1867,generale l'empire,1,1,0.0036363636363636364
1858-1867,l'empire chinois,1,1,0.0036363636363636364
1858-1867,chinois texte,1,1,0.0036363636363636364
1858-1867,texte preface,1,1,0.0036363636363636364
1858-1867,preface legende,1,1,0.0036363636363636364
1858-1867,legende repertoire,1,1,0.0036363636363636364
1858-1867,notions pigeons,1,1,0.0036363636363636364
1858-1867,pigeons doves,1,1,0.0036363636363636364
1858-1867,bituminous coal,1,1,0.0036363636363636364
1858-1867,coal mines,1,1,0.0036363636363636364
1858-1867,mines west,1,1,0.0036363636363636364
1858-1867,west peking,1,1,0.0036363636363636364
1858-1867,flood han,1,1,0.0036363636363636364
1858-1867,han river,1,1,0.0036363636363636364
1858-1867,river hankow,1,1,0.0036363636363636364
1858-1867,hankow times,1,1,0.0036363636363636364
1868-1877,retrospect events,5,5,0.02100840336134454
1868-1877,sur les,2,2,0.008403361344537815
1868-1877,sze chuen,2,2,0.008403361344537815
1868-1877,events japan,2,2,0.008403361344537815
1868-1877,marco polo,2,2,0.008403361344537815
1868-1877,les petites,1,1,0.004201680672268907
1868-1877,petites societes,1,1,0.004201680672268907
1868-1877,societes d'argent,1,1,0.004201680672268907
1868-1877,d'argent chine,1,1,0.004201680672268907
1868-1877,coal fields,1,1,0.004201680672268907
1868-1877,fields general,1,1,0.004201680672268907
1868-1877,general geology,1,1,0.004201680672268907
1868-1877,geology neighbourhood,1,1,0.004201680672268907
1868-1877,neighbourhood nagasaki,1,1,0.004201680672268907
1868-1877,notions ancient,1,1,0.004201680672268907
1868-1877,ancient respecting,1,1,0.004201680672268907
1868-1877,respecting music,1,1,0.004201680672268907
1868-1877,recent elevations,1,1,0.004201680672268907
1868-1877,elevations land,1,1,0.004201680672268907
1868-1877,land japan,1,1,0.004201680672268907
1868-1877,lok ping,1,1,0.004201680672268907
1868-1877,ping chiung,1,1,0.004201680672268907
1868-1877,chiung late,1,1,0.004201680672268907
1868-1877,late governor,1,1,0.004201680672268907
1868-1877,governor general,1,1,0.004201680672268907
1868-1877,general sze,1,1,0.004201680672268907
1868-1877,sur quelques,1,1,0.004201680672268907
1868-1877,quelques unes,1,1,0.004201680672268907
1868-1877,unes des,1,1,0.004201680672268907
1868-1877,des recherches,1,1,0.004201680672268907
1868-1877,recherches que,1,1,0.004201680672268907
1868-1877,que l'on,1,1,0.004201680672268907
1868-1877,l'on pourrait,1,1,0.004201680672268907
1868-1877,pourrait faire,1,1,0.004201680672268907
1868-1877,faire chine,1,1,0.004201680672268907
1868-1877,chine japon,1,1,0.004201680672268907
1868-1877,japon point,1,1,0.004201680672268907
1868-1877,point vue,1,1,0.004201680672268907
1868-1877,vue geologie,1,1,0.004201680672268907
1868-1877,geologie paleontologie,1,1,0.004201680672268907
1868-1877,itinerary jouney,1,1,0.004201680672268907
1868-1877,jouney provinces,1,1,0.004201680672268907
1868-1877,provinces hoo,1,1,0.004201680672268907
1868-1877,hoo pih,1,1,0.004201680672268907
1868-1877,pih sze,1,1,0.004201680672268907
1868-1877,chuen shen,1,1,0.004201680672268907
1868-1877,exploration course,1,1,0.004201680672268907
1868-1877,course yellow,1,1,0.004201680672268907
1868-1877,yellow river,1,1,0.004201680672268907
1868-1877,shantung province,1,1,0.004201680672268907
1868-1877,province journey,1,1,0.004201680672268907
1868-1877,journey chefoo,1,1,0.004201680672268907
1868-1877,chefoo tsiuhsien,1,1,0.004201680672268907
1868-1877,tsiuhsien city,1,1,0.004201680672268907
1868-1877,city mencius,1,1,0.004201680672268907
1868-1877,wen ch'ang,1,1,0.004201680672268907
1868-1877,ch'ang god,1,1,0.004201680672268907
1868-1877,god literature,1,1,0.004201680672268907
1868-1877,literature history,1,1,0.004201680672268907
1868-1877,history worship,1,1,0.004201680672268907
1868-1877,fabulous source,1,1,0.004201680672268907
1868-1877,source hoang-ho,1,1,0.004201680672268907
1868-1877,les institutions,1,1,0.004201680672268907
1868-1877,institutions dit,1,1,0.004201680672268907
1868-1877,dit chine,1,1,0.004201680672268907
1868-1877,introduction use,1,1,0.004201680672268907
1868-1877,use gunpower,1,1,0.004201680672268907
1868-1877,gunpower firearms,1,1,0.004201680672268907
1868-1877,firearms among,1,1,0.004201680672268907
1868-1877,among ancient,1,1,0.004201680672268907
1868-1877,ancient engines,1,1,0.004201680672268907
1868-1877,engines warfare,1,1,0.004201680672268907
1868-1877,game chess,1,1,0.004201680672268907
1868-1877,chess compared,1,1,0.004201680672268907
1868-1877,compared practised,1,1,0.004201680672268907
1868-1877,practised western,1,1,0.004201680672268907
1868-1877,western nations,1,1,0.004201680672268907
1868-1877,chihkiang miautsz,1,1,0.004201680672268907
1868-1877,provincial examination,1,1,0.004201680672268907
1868-1877,examination chekiang,1,1,0.004201680672268907
1868-1877,chekiang version,1,1,0.004201680672268907
1868-1877,version one,1,1,0.004201680672268907
1868-1877,one essays,1,1,0.004201680672268907
1868-1877,chemical manufactures,1,1,0.004201680672268907
1868-1877,mission lewchew,1,1,0.004201680672268907
1868-1877,trans inscriptions,1,1,0.004201680672268907
1868-1877,inscriptions stone,1,1,0.004201680672268907
1868-1877,stone tablet,1,1,0.004201680672268907
1868-1877,tablet commemorating,1,1,0.004201680672268907
1868-1877,commemorating repairs,1,1,0.004201680672268907
1868-1877,repairs ch'eng,1,1,0.004201680672268907
1868-1877,ch'eng hwang,1,1,0.004201680672268907
1868-1877,hwang miau,1,1,0.004201680672268907
1868-1877,miau temple,1,1,0.004201680672268907
1868-1877,temple tutelary,1,1,0.004201680672268907
1868-1877,tutelary deity,1,1,0.004201680672268907
1868-1877,deity city,1,1,0.004201680672268907
1868-1877,example torture,1,1,0.004201680672268907
1868-1877,historical statistical,1,1,0.004201680672268907
1868-1877,statistical sketch,1,1,0.004201680672268907
1868-1877,sketch island,1,1,0.004201680672268907
1868-1877,island hainan,1,1,0.004201680672268907
1868-1877,aborigines hainan,1,1,0.004201680672268907
1868-1877,narrative exploring,1,1,0.004201680672268907
1868-1877,exploring visit,1,1,0.004201680672268907
1868-1877,visit hainan,1,1,0.004201680672268907
1868-1877,mythical origin,1,1,0.004201680672268907
1868-1877,origin chow,1,1,0.004201680672268907
1868-1877,chow djow,1,1,0.004201680672268907
1868-1877,djow dynasty,1,1,0.004201680672268907
1868-1877,dynasty set,1,1,0.004201680672268907
1868-1877,set forth,1,1,0.004201680672268907
1868-1877,forth shoo-king,1,1,0.004201680672268907
1868-1877,obligations europe,1,1,0.004201680672268907
1868-1877,europe matter,1,1,0.004201680672268907
1868-1877,matter physical,1,1,0.004201680672268907
1868-1877,physical science,1,1,0.004201680672268907
1868-1877,science acknowledged,1,1,0.004201680672268907
1868-1877,acknowledged eminent,1,1,0.004201680672268907
1868-1877,life works,1,1,0.004201680672268907
1868-1877,works han,1,1,0.004201680672268907
1868-1877,han wen-kung,1,1,0.004201680672268907
1868-1877,antiquities cambodia,1,1,0.004201680672268907
1868-1877,quelques renseignments,1,1,0.004201680672268907
1868-1877,renseignments sur,1,1,0.004201680672268907
1868-1877,sur l'histoire,1,1,0.004201680672268907
1868-1877,l'histoire naturelle,1,1,0.004201680672268907
1868-1877,naturelle chine,1,1,0.004201680672268907
1868-1877,chine septentrionale,1,1,0.004201680672268907
1868-1877,septentrionale occidentale,1,1,0.004201680672268907
1868-1877,use shad,1,1,0.004201680672268907
1868-1877,shad consumption,1,1,0.004201680672268907
1868-1877,consumption iodine,1,1,0.004201680672268907
1868-1877,iodine plants,1,1,0.004201680672268907
1868-1877,plants scrofula,1,1,0.004201680672268907
1868-1877,mutton wine,1,1,0.004201680672268907
1868-1877,wine mongols,1,1,0.004201680672268907
1868-1877,mongols analagous,1,1,0.004201680672268907
1868-1877,analagous preparations,1,1,0.004201680672268907
1868-1877,events etc,1,1,0.004201680672268907
1868-1877,meteorological april,1,1,0.004201680672268907
1868-1877,april december,1,1,0.004201680672268907
1868-1877,recollections prior,1,1,0.004201680672268907
1868-1877,legend wen,1,1,0.004201680672268907
1868-1877,wen wang,1,1,0.004201680672268907
1868-1877,wang founder,1,1,0.004201680672268907
1868-1877,founder dynasty,1,1,0.004201680672268907
1868-1877,dynasty chows,1,1,0.004201680672268907
1868-1877,history shanghai,1,1,0.004201680672268907
1868-1877,fox myths,1,1,0.004201680672268907
1868-1877,brief french,1,1,0.004201680672268907
1868-1877,french expedition,1,1,0.004201680672268907
1868-1877,expedition indo,1,1,0.004201680672268907
1868-1877,visit city,1,1,0.004201680672268907
1868-1877,city confucius,1,1,0.004201680672268907
1868-1877,short instruments,1,1,0.004201680672268907
1868-1877,instruments music,1,1,0.004201680672268907
1868-1877,stone drums,1,1,0.004201680672268907
1868-1877,drums chou,1,1,0.004201680672268907
1868-1877,chou dynasty,1,1,0.004201680672268907
1868-1877,col yule,1,1,0.004201680672268907
1868-1877,yule edition,1,1,0.004201680672268907
1868-1877,edition marco,1,1,0.004201680672268907
1868-1877,polo quinsay,1,1,0.004201680672268907
1868-1877,legends ancient,1,1,0.004201680672268907
1868-1877,ancient mazdayacnian,1,1,0.004201680672268907
1868-1877,mazdayacnian prophets,1,1,0.004201680672268907
1868-1877,prophets story,1,1,0.004201680672268907
1868-1877,story zoroaster,1,1,0.004201680672268907
1868-1877,aborigines northern,1,1,0.004201680672268907
1868-1877,northern formosa,1,1,0.004201680672268907
1868-1877,miao lien,1,1,0.004201680672268907
1868-1877,lien hua,1,1,0.004201680672268907
1868-1877,hua ching,1,1,0.004201680672268907
1868-1877,ching buddhist,1,1,0.004201680672268907
1868-1877,buddhist sutra,1,1,0.004201680672268907
1868-1877,narrative recent,1,1,0.004201680672268907
1868-1877,recent events,1,1,0.004201680672268907
1868-1877,events tong,1,1,0.004201680672268907
1868-1877,tong king,1,1,0.004201680672268907
1868-1877,elucidations marco,1,1,0.004201680672268907
1868-1877,polo travels,1,1,0.004201680672268907
1868-1877,travels north,1,1,0.004201680672268907
