time_window,bigram,term_count,article_count,share
1918-1927,kung duke,1,1,0.0031746031746031746
1918-1927,duke chou,1,1,0.0031746031746031746
1918-1927,anthropology buriats,1,1,0.0031746031746031746
1928-1937,han dynasty,3,3,0.008595988538681949
1928-1937,nineteen centuries,2,2,0.0057306590257879654
1928-1937,forbidden city,2,2,0.0057306590257879654
1928-1937,history days,2,2,0.0057306590257879654
1928-1937,days week,2,2,0.0057306590257879654
1928-1937,fragments nestorian,2,2,0.0057306590257879654
1928-1937,nestorian writing,2,2,0.0057306590257879654
1928-1937,travels emperor,2,2,0.0057306590257879654
1928-1937,three score,1,1,0.0028653295128939827
1928-1937,score years,1,1,0.0028653295128939827
1928-1937,years ten,1,1,0.0028653295128939827
1928-1937,jews honan,1,1,0.0028653295128939827
1928-1937,shapes porcelain,1,1,0.0028653295128939827
1928-1937,porcelain vessels,1,1,0.0028653295128939827
1928-1937,great wall,1,1,0.0028653295128939827
1928-1937,ch'ing dynasty,1,1,0.0028653295128939827
1928-1937,dynasty criticism,1,1,0.0028653295128939827
1928-1937,criticism sung,1,1,0.0028653295128939827
1928-1937,sung politico,1,1,0.0028653295128939827
1928-1937,politico philosophy,1,1,0.0028653295128939827
1928-1937,foot measures,1,1,0.0028653295128939827
1928-1937,measures past,1,1,0.0028653295128939827
1928-1937,past nineteen,1,1,0.0028653295128939827
1928-1937,german hsi,1,1,0.0028653295128939827
1928-1937,hsi hsiang,1,1,0.0028653295128939827
1928-1937,hsiang chi,1,1,0.0028653295128939827
1928-1937,place music,1,1,0.0028653295128939827
1928-1937,music platonic,1,1,0.0028653295128939827
1928-1937,platonic confucian,1,1,0.0028653295128939827
1928-1937,confucian systems,1,1,0.0028653295128939827
1928-1937,systems moral,1,1,0.0028653295128939827
1928-1937,moral education,1,1,0.0028653295128939827
1928-1937,origin growth,1,1,0.0028653295128939827
1928-1937,growth deserts,1,1,0.0028653295128939827
1928-1937,deserts encroachment,1,1,0.0028653295128939827
1928-1937,encroachment desert,1,1,0.0028653295128939827
1928-1937,desert north,1,1,0.0028653295128939827
1928-1937,early christianity,1,1,0.0028653295128939827
1928-1937,christianity japan,1,1,0.0028653295128939827
1928-1937,origin priesthood,1,1,0.0028653295128939827
1928-1937,herbarium shantung,1,1,0.0028653295128939827
1928-1937,shantung christian,1,1,0.0028653295128939827
1928-1937,christian university,1,1,0.0028653295128939827
1928-1937,wang mang,1,1,0.0028653295128939827
1928-1937,mang socialist,1,1,0.0028653295128939827
1928-1937,socialist emperor,1,1,0.0028653295128939827
1928-1937,emperor nineteen,1,1,0.0028653295128939827
1928-1937,centuries ago,1,1,0.0028653295128939827
1928-1937,k'u yuan,1,1,0.0028653295128939827
1928-1937,yuan life,1,1,0.0028653295128939827
1928-1937,life poems,1,1,0.0028653295128939827
1928-1937,kite message,1,1,0.0028653295128939827
1928-1937,murder achmach,1,1,0.0028653295128939827
1928-1937,achmach bailo,1,1,0.0028653295128939827
1928-1937,types historical,1,1,0.0028653295128939827
1928-1937,historical thought,1,1,0.0028653295128939827
1928-1937,establishment confucianism,1,1,0.0028653295128939827
1928-1937,confucianism state,1,1,0.0028653295128939827
1928-1937,state religion,1,1,0.0028653295128939827
1928-1937,religion han,1,1,0.0028653295128939827
1928-1937,mohammedans when,1,1,0.0028653295128939827
1928-1937,when how,1,1,0.0028653295128939827
1928-1937,how they,1,1,0.0028653295128939827
1928-1937,they first,1,1,0.0028653295128939827
1928-1937,first came,1,1,0.0028653295128939827
1928-1937,did ancient,1,1,0.0028653295128939827
1928-1937,ancient culture,1,1,0.0028653295128939827
1928-1937,culture come,1,1,0.0028653295128939827
1928-1937,come egypt,1,1,0.0028653295128939827
1928-1937,gold historical,1,1,0.0028653295128939827
1928-1937,historical practical,1,1,0.0028653295128939827
1928-1937,practical financial,1,1,0.0028653295128939827
1928-1937,financial aspects,1,1,0.0028653295128939827
1928-1937,aisa ice,1,1,0.0028653295128939827
1928-1937,ice age,1,1,0.0028653295128939827
1928-1937,did manicheism,1,1,0.0028653295128939827
1928-1937,manicheism influence,1,1,0.0028653295128939827
1928-1937,influence lamaism,1,1,0.0028653295128939827
1928-1937,list plant,1,1,0.0028653295128939827
1928-1937,plant names,1,1,0.0028653295128939827
1928-1937,names included,1,1,0.0028653295128939827
1928-1937,included cowdry,1,1,0.0028653295128939827
1928-1937,cowdry chihli,1,1,0.0028653295128939827
1928-1937,chihli flora,1,1,0.0028653295128939827
1928-1937,flora not,1,1,0.0028653295128939827
1928-1937,not recorded,1,1,0.0028653295128939827
1928-1937,recorded index,1,1,0.0028653295128939827
1928-1937,index florae,1,1,0.0028653295128939827
1928-1937,florae sinensis,1,1,0.0028653295128939827
1928-1937,sinensis two,1,1,0.0028653295128939827
1928-1937,two supplements,1,1,0.0028653295128939827
1928-1937,list legible,1,1,0.0028653295128939827
1928-1937,legible inscriptions,1,1,0.0028653295128939827
1928-1937,inscriptions stones,1,1,0.0028653295128939827
1928-1937,stones foreign,1,1,0.0028653295128939827
1928-1937,foreign cemetery,1,1,0.0028653295128939827
1928-1937,cemetery double,1,1,0.0028653295128939827
1928-1937,double island,1,1,0.0028653295128939827
1928-1937,island swatow,1,1,0.0028653295128939827
1928-1937,george eumorfopoulos,1,1,0.0028653295128939827
1928-1937,eumorfopoulos collection,1,1,0.0028653295128939827
1928-1937,collection catalogue,1,1,0.0028653295128939827
1928-1937,catalogue corean,1,1,0.0028653295128939827
1928-1937,corean bronzes,1,1,0.0028653295128939827
1928-1937,bronzes sculpture,1,1,0.0028653295128939827
1928-1937,sculpture jades,1,1,0.0028653295128939827
1928-1937,jades jewellery,1,1,0.0028653295128939827
1928-1937,jewellery objects,1,1,0.0028653295128939827
1928-1937,objects percival,1,1,0.0028653295128939827
1928-1937,percival yetts,1,1,0.0028653295128939827
1928-1937,light thrown,1,1,0.0028653295128939827
1928-1937,thrown ancient,1,1,0.0028653295128939827
1928-1937,ancient history,1,1,0.0028653295128939827
1928-1937,history recent,1,1,0.0028653295128939827
1928-1937,recent archaeological,1,1,0.0028653295128939827
1928-1937,archaeological discoveries,1,1,0.0028653295128939827
1928-1937,points history,1,1,0.0028653295128939827
1928-1937,history science,1,1,0.0028653295128939827
1928-1937,journey tung,1,1,0.0028653295128939827
1928-1937,tung ling,1,1,0.0028653295128939827
1928-1937,ling visit,1,1,0.0028653295128939827
1928-1937,visit desecrated,1,1,0.0028653295128939827
1928-1937,desecrated eastern,1,1,0.0028653295128939827
1928-1937,eastern mausolea,1,1,0.0028653295128939827
1928-1937,mausolea tsing,1,1,0.0028653295128939827
1928-1937,tsing dynasty,1,1,0.0028653295128939827
1928-1937,stories painting,1,1,0.0028653295128939827
1928-1937,language thought,1,1,0.0028653295128939827
1928-1937,thought words,1,1,0.0028653295128939827
1928-1937,words ideas,1,1,0.0028653295128939827
1928-1937,can writing,1,1,0.0028653295128939827
1928-1937,writing simplified,1,1,0.0028653295128939827
1928-1937,book changes,1,1,0.0028653295128939827
1928-1937,changes genesis,1,1,0.0028653295128939827
1928-1937,wei problem,1,1,0.0028653295128939827
1928-1937,problem criticism,1,1,0.0028653295128939827
1928-1937,philosopher yang,1,1,0.0028653295128939827
1928-1937,yang hsiung,1,1,0.0028653295128939827
1928-1937,symbolism forbidden,1,1,0.0028653295128939827
1928-1937,city peking,1,1,0.0028653295128939827
1928-1937,why sinologue,1,1,0.0028653295128939827
1928-1937,sinologue should,1,1,0.0028653295128939827
1928-1937,should study,1,1,0.0028653295128939827
1928-1937,study manchu,1,1,0.0028653295128939827
1928-1937,early days,1,1,0.0028653295128939827
1928-1937,days western,1,1,0.0028653295128939827
1928-1937,western medicine,1,1,0.0028653295128939827
1928-1937,climatic changes,1,1,0.0028653295128939827
1928-1937,changes historic,1,1,0.0028653295128939827
1928-1937,historic time,1,1,0.0028653295128939827
1928-1937,preliminary natural,1,1,0.0028653295128939827
1928-1937,natural history,1,1,0.0028653295128939827
1928-1937,history nanking,1,1,0.0028653295128939827
1928-1937,pottery porcelain,1,1,0.0028653295128939827
1928-1937,porcelain appreciation,1,1,0.0028653295128939827
1928-1937,moslem chronology,1,1,0.0028653295128939827
1928-1937,indian frontier,1,1,0.0028653295128939827
1928-1937,nation doctrine,1,1,0.0028653295128939827
1928-1937,doctrine golden,1,1,0.0028653295128939827
1928-1937,golden mean,1,1,0.0028653295128939827
1928-1937,western transcription,1,1,0.0028653295128939827
1928-1937,confucianism democracy,1,1,0.0028653295128939827
1928-1937,democracy nationalism,1,1,0.0028653295128939827
1928-1937,cosmic spirit,1,1,0.0028653295128939827
1928-1937,origin south,1,1,0.0028653295128939827
1928-1937,south american,1,1,0.0028653295128939827
1928-1937,american man,1,1,0.0028653295128939827
1928-1937,porcelains successive,1,1,0.0028653295128939827
1928-1937,successive dynasties,1,1,0.0028653295128939827
1928-1937,poet monk,1,1,0.0028653295128939827
1928-1937,monk modern,1,1,0.0028653295128939827
1928-1937,hsu t'ing,1,1,0.0028653295128939827
1928-1937,t'ing shi,1,1,0.0028653295128939827
1928-1937,shi sutra,1,1,0.0028653295128939827
1928-1937,sutra jesus,1,1,0.0028653295128939827
1928-1937,jesus messian,1,1,0.0028653295128939827
1928-1937,messian sutra,1,1,0.0028653295128939827
1928-1937,political indealists,1,1,0.0028653295128939827
1928-1937,indealists realists,1,1,0.0028653295128939827
1928-1937,realists fourth,1,1,0.0028653295128939827
1928-1937,fourth third,1,1,0.0028653295128939827
1928-1937,third centruies,1,1,0.0028653295128939827
1928-1937,aridity north,1,1,0.0028653295128939827
1928-1937,stories paintings,1,1,0.0028653295128939827
1928-1937,paintings iii,1,1,0.0028653295128939827
1928-1937,anthropometrics studies,1,1,0.0028653295128939827
1928-1937,studies chekiang,1,1,0.0028653295128939827
1928-1937,chekiang kwangtung,1,1,0.0028653295128939827
1928-1937,research museum,1,1,0.0028653295128939827
1928-1937,museum far,1,1,0.0028653295128939827
1928-1937,far eastern,1,1,0.0028653295128939827
1928-1937,eastern antiquities,1,1,0.0028653295128939827
1928-1937,studies conduct,1,1,0.0028653295128939827
1928-1937,conduct character,1,1,0.0028653295128939827
1928-1937,early travellers,1,1,0.0028653295128939827
1928-1937,travellers successors,1,1,0.0028653295128939827
1928-1937,worship earth,1,1,0.0028653295128939827
1928-1937,earth ancient,1,1,0.0028653295128939827
1928-1937,loyang national,1,1,0.0028653295128939827
1928-1937,national capital,1,1,0.0028653295128939827
1928-1937,philosophy tai,1,1,0.0028653295128939827
1928-1937,tai tung,1,1,0.0028653295128939827
1928-1937,tung yuan,1,1,0.0028653295128939827
1928-1937,t'ai miao,1,1,0.0028653295128939827
1928-1937,miao description,1,1,0.0028653295128939827
1928-1937,description supreme,1,1,0.0028653295128939827
1928-1937,supreme hall,1,1,0.0028653295128939827
1928-1937,hall sacrefices,1,1,0.0028653295128939827
1928-1937,sacrefices forbidden,1,1,0.0028653295128939827
1928-1937,futher history,1,1,0.0028653295128939827
1928-1937,origin loess,1,1,0.0028653295128939827
1928-1937,sources study,1,1,0.0028653295128939827
1928-1937,study northeastern,1,1,0.0028653295128939827
1928-1937,northeastern asia,1,1,0.0028653295128939827
1928-1937,sur les,1,1,0.0028653295128939827
1928-1937,les alphabets,1,1,0.0028653295128939827
1928-1937,alphabets yun,1,1,0.0028653295128939827
1928-1937,yun nan,1,1,0.0028653295128939827
1928-1937,nan les,1,1,0.0028653295128939827
1928-1937,les denominations,1,1,0.0028653295128939827
1928-1937,denominations ethniques,1,1,0.0028653295128939827
1928-1937,ethniques donnees,1,1,0.0028653295128939827
1928-1937,donnees aux,1,1,0.0028653295128939827
1928-1937,aux t'ay,1,1,0.0028653295128939827
1928-1937,beginning human,1,1,0.0028653295128939827
1928-1937,human race,1,1,0.0028653295128939827
1928-1937,painters among,1,1,0.0028653295128939827
1928-1937,among catholic,1,1,0.0028653295128939827
1928-1937,catholic missionaries,1,1,0.0028653295128939827
1928-1937,missionaries helpers,1,1,0.0028653295128939827
1928-1937,helpers peking,1,1,0.0028653295128939827
1928-1937,cycles cathay,1,1,0.0028653295128939827
1928-1937,bamboo painting,1,1,0.0028653295128939827
1928-1937,past decade,1,1,0.0028653295128939827
1928-1937,decade literature,1,1,0.0028653295128939827
1928-1937,discourses salt,1,1,0.0028653295128939827
1928-1937,salt iron,1,1,0.0028653295128939827
1928-1937,iron yen,1,1,0.0028653295128939827
1928-1937,yen t'ieh,1,1,0.0028653295128939827
1928-1937,t'ieh lun,1,1,0.0028653295128939827
1928-1937,lun chaps,1,1,0.0028653295128939827
1928-1937,chaps xxviii,1,1,0.0028653295128939827
1928-1937,writing concluded,1,1,0.0028653295128939827
1928-1937,emperor concluded,1,1,0.0028653295128939827
1928-1937,prajna paramita,1,1,0.0028653295128939827
1928-1937,paramita hridaya,1,1,0.0028653295128939827
1928-1937,hridaya sutra,1,1,0.0028653295128939827
1928-1937,sutra essence,1,1,0.0028653295128939827
1928-1937,essence transcendental,1,1,0.0028653295128939827
1928-1937,transcendental wisdom,1,1,0.0028653295128939827
1928-1937,wisdom hsuan,1,1,0.0028653295128939827
1928-1937,hsuan chuang,1,1,0.0028653295128939827
1928-1937,chuang viith,1,1,0.0028653295128939827
1928-1937,viith cent,1,1,0.0028653295128939827
1928-1937,worship lei,1,1,0.0028653295128939827
1928-1937,lei tsu,1,1,0.0028653295128939827
1928-1937,tsu patron,1,1,0.0028653295128939827
1928-1937,patron saint,1,1,0.0028653295128939827
1928-1937,saint silk,1,1,0.0028653295128939827
1928-1937,silk workers,1,1,0.0028653295128939827
1928-1937,how llok,1,1,0.0028653295128939827
1928-1937,llok art,1,1,0.0028653295128939827
1928-1937,art painting,1,1,0.0028653295128939827
1928-1937,technique spirit,1,1,0.0028653295128939827
1928-1937,spirit poetry,1,1,0.0028653295128939827
1928-1937,north west,1,1,0.0028653295128939827
1928-1937,west passage,1,1,0.0028653295128939827
1928-1937,passage opening,1,1,0.0028653295128939827
1928-1937,word one,1,1,0.0028653295128939827
1928-1937,one poetry,1,1,0.0028653295128939827
1928-1937,men matters,1,1,0.0028653295128939827
1928-1937,matters land,1,1,0.0028653295128939827
1928-1937,land yellow,1,1,0.0028653295128939827
1928-1937,yellow earth,1,1,0.0028653295128939827
1928-1937,inscriptions bronzes,1,1,0.0028653295128939827
1928-1937,eclipses first,1,1,0.0028653295128939827
1928-1937,first fifty,1,1,0.0028653295128939827
1928-1937,fifty years,1,1,0.0028653295128939827
1928-1937,years earlier,1,1,0.0028653295128939827
1928-1937,earlier han,1,1,0.0028653295128939827
1928-1937,six horses,1,1,0.0028653295128939827
1928-1937,horses t'ang,1,1,0.0028653295128939827
1928-1937,t'ang t'ai,1,1,0.0028653295128939827
1928-1937,t'ai tsung,1,1,0.0028653295128939827
1928-1937,t'ai chi,1,1,0.0028653295128939827
1928-1937,chi shang,1,1,0.0028653295128939827
1928-1937,shang yun,1,1,0.0028653295128939827
1928-1937,yun astrological,1,1,0.0028653295128939827
1928-1937,astrological theory,1,1,0.0028653295128939827
1928-1937,theory creation,1,1,0.0028653295128939827
1928-1937,inscribed bones,1,1,0.0028653295128939827
1928-1937,bones shang,1,1,0.0028653295128939827
1928-1937,agricultural rites,1,1,0.0028653295128939827
1928-1937,rites religion,1,1,0.0028653295128939827
1928-1937,building history,1,1,0.0028653295128939827
1928-1937,history pao,1,1,0.0028653295128939827
1928-1937,pao shu,1,1,0.0028653295128939827
1928-1937,shu t'a,1,1,0.0028653295128939827
1928-1937,t'a hangchow,1,1,0.0028653295128939827
1928-1937,han kao,1,1,0.0028653295128939827
1928-1937,kao tsu,1,1,0.0028653295128939827
1928-1937,tsu hsiang,1,1,0.0028653295128939827
1928-1937,problems concerning,1,1,0.0028653295128939827
1928-1937,concerning nestorian,1,1,0.0028653295128939827
1928-1937,nestorian monument,1,1,0.0028653295128939827
1928-1937,attitude peace,1,1,0.0028653295128939827
1928-1937,peace war,1,1,0.0028653295128939827
1928-1937,war pre,1,1,0.0028653295128939827
1928-1937,pre confucian,1,1,0.0028653295128939827
1928-1937,confucian times,1,1,0.0028653295128939827
1928-1937,geophysical prospecting,1,1,0.0028653295128939827
1928-1937,prospecting gold,1,1,0.0028653295128939827
1928-1937,gold metallic,1,1,0.0028653295128939827
1928-1937,metallic ores,1,1,0.0028653295128939827
1928-1937,ores petroleum,1,1,0.0028653295128939827
1928-1937,petroleum possible,1,1,0.0028653295128939827
1928-1937,possible application,1,1,0.0028653295128939827
1928-1937,northwest passage,1,1,0.0028653295128939827
1928-1937,passage struggle,1,1,0.0028653295128939827
1928-1937,struggle tarim,1,1,0.0028653295128939827
1928-1937,tarim basin,1,1,0.0028653295128939827
1928-1937,basin later,1,1,0.0028653295128939827
1928-1937,later han,1,1,0.0028653295128939827
1928-1937,sang hung,1,1,0.0028653295128939827
1928-1937,hung yang,1,1,0.0028653295128939827
1928-1937,yang economist,1,1,0.0028653295128939827
1928-1937,economist early,1,1,0.0028653295128939827
1928-1937,early han,1,1,0.0028653295128939827
1928-1937,animals art,1,1,0.0028653295128939827
1928-1937,art presidential,1,1,0.0028653295128939827
1928-1937,presidential address,1,1,0.0028653295128939827
1928-1937,music musical,1,1,0.0028653295128939827
1928-1937,musical instruments,1,1,0.0028653295128939827
1928-1937,instruments shang,1,1,0.0028653295128939827
1928-1937,agriculture inner,1,1,0.0028653295128939827
1928-1937,inner mongola,1,1,0.0028653295128939827
1928-1937,korean interference,1,1,0.0028653295128939827
1928-1937,interference historical,1,1,0.0028653295128939827
1928-1937,historical records,1,1,0.0028653295128939827
1928-1937,chekiang highways,1,1,0.0028653295128939827
1938-1948,presidential address,3,3,0.03125
1938-1948,pottery tomb,1,1,0.010416666666666666
1938-1948,tomb figures,1,1,0.010416666666666666
1938-1948,figures ancient,1,1,0.010416666666666666
1938-1948,ancient presidential,1,1,0.010416666666666666
1938-1948,domesticated animals,1,1,0.010416666666666666
1938-1948,animals shang,1,1,0.010416666666666666
1938-1948,shang sacrifice,1,1,0.010416666666666666
1938-1948,times manners,1,1,0.010416666666666666
1938-1948,manners age,1,1,0.010416666666666666
1938-1948,age emperor,1,1,0.010416666666666666
1938-1948,emperor kang,1,1,0.010416666666666666
1938-1948,kang hsi,1,1,0.010416666666666666
1938-1948,language students,1,1,0.010416666666666666
1938-1948,students east,1,1,0.010416666666666666
1938-1948,east india,1,1,0.010416666666666666
1938-1948,india company,1,1,0.010416666666666666
1938-1948,company canton,1,1,0.010416666666666666
1938-1948,canton factory,1,1,0.010416666666666666
1938-1948,influence liquids,1,1,0.010416666666666666
1938-1948,liquids dissolution,1,1,0.010416666666666666
1938-1948,dissolution initial,1,1,0.010416666666666666
1938-1948,initial consonant,1,1,0.010416666666666666
1938-1948,consonant groups,1,1,0.010416666666666666
1938-1948,groups indo,1,1,0.010416666666666666
1938-1948,indo sinic,1,1,0.010416666666666666
1938-1948,sinic families,1,1,0.010416666666666666
1938-1948,animal myths,1,1,0.010416666666666666
1938-1948,myths legends,1,1,0.010416666666666666
1938-1948,legends presidential,1,1,0.010416666666666666
1938-1948,dragon medicine,1,1,0.010416666666666666
1938-1948,sacrifices ancient,1,1,0.010416666666666666
1938-1948,evolution characters,1,1,0.010416666666666666
1938-1948,characters beginning,1,1,0.010416666666666666
1938-1948,beginning shang,1,1,0.010416666666666666
1938-1948,shang pictographs,1,1,0.010416666666666666
1938-1948,worshipping imperial,1,1,0.010416666666666666
1938-1948,imperial ancestors,1,1,0.010416666666666666
1938-1948,ancestors peking,1,1,0.010416666666666666
1938-1948,remarkable animals,1,1,0.010416666666666666
1938-1948,animals presidential,1,1,0.010416666666666666
1938-1948,insects used,1,1,0.010416666666666666
1938-1948,used medicine,1,1,0.010416666666666666
1938-1948,cowries money,1,1,0.010416666666666666
1938-1948,money shang,1,1,0.010416666666666666
1938-1948,shang chou,1,1,0.010416666666666666
1938-1948,chou periods,1,1,0.010416666666666666
1938-1948,inscribed chou,1,1,0.010416666666666666
1938-1948,chou pottery,1,1,0.010416666666666666
1938-1948,pottery vessel,1,1,0.010416666666666666
1938-1948,historical attitudes,1,1,0.010416666666666666
1938-1948,attitudes peace,1,1,0.010416666666666666
1938-1948,peace war,1,1,0.010416666666666666
1938-1948,chin shan,1,1,0.010416666666666666
1938-1948,shan tsui,1,1,0.010416666666666666
1938-1948,tsui temple,1,1,0.010416666666666666
1938-1948,temple peitaiho,1,1,0.010416666666666666
1938-1948,bits soochow,1,1,0.010416666666666666
1938-1948,decorations bronzes,1,1,0.010416666666666666
1938-1948,ching chen,1,1,0.010416666666666666
1938-1948,chen procelain,1,1,0.010416666666666666
1938-1948,procelain city,1,1,0.010416666666666666
1938-1948,city emperors,1,1,0.010416666666666666
1938-1948,interpretations history,1,1,0.010416666666666666
1938-1948,zoological exploration,1,1,0.010416666666666666
1938-1948,sacred lamaist,1,1,0.010416666666666666
1938-1948,lamaist dances,1,1,0.010416666666666666
1938-1948,criminal law,1,1,0.010416666666666666
1938-1948,law ancient,1,1,0.010416666666666666
1938-1948,shadow play,1,1,0.010416666666666666
1938-1948,bibliographical catalogue,1,1,0.010416666666666666
1938-1948,catalogue european,1,1,0.010416666666666666
1938-1948,european books,1,1,0.010416666666666666
1938-1948,books printed,1,1,0.010416666666666666
1938-1948,missionary nationalism,1,1,0.010416666666666666
1938-1948,butterfly hunting,1,1,0.010416666666666666
1938-1948,hunting chekiang,1,1,0.010416666666666666
1938-1948,cosmological anthropological,1,1,0.010416666666666666
1938-1948,anthropological philosophy,1,1,0.010416666666666666
1938-1948,philosophy tung,1,1,0.010416666666666666
1938-1948,tung chung,1,1,0.010416666666666666
1938-1948,chung shu,1,1,0.010416666666666666
1938-1948,cause induced,1,1,0.010416666666666666
1938-1948,induced monk,1,1,0.010416666666666666
1938-1948,monk szu,1,1,0.010416666666666666
1938-1948,szu nestorian,1,1,0.010416666666666666
1938-1948,nestorian archbishop,1,1,0.010416666666666666
1938-1948,archbishop ch'ang,1,1,0.010416666666666666
1938-1948,ch'ang come,1,1,0.010416666666666666
1938-1948,come exact,1,1,0.010416666666666666
1938-1948,exact date,1,1,0.010416666666666666
1938-1948,date arrival,1,1,0.010416666666666666
1938-1948,blue turkish,1,1,0.010416666666666666
1938-1948,turkish tongue,1,1,0.010416666666666666
