time_window,subject_l1,subject_l2,strength,article_count,author_count,degree,betweenness
1858-1867,Anthropology and Social Customs,Anthropology,1.0,2,2,2,36.5
1858-1867,Anthropology and Social Customs,Ethnology,1.0,2,2,2,36.5
1858-1867,Anthropology and Social Customs,Manners and customs,2.5,3,3,3,85.19999999999999
1858-1867,Anthropology and Social Customs,Mythology,1.5,2,2,2,106.84047619047618
1858-1867,Arts and Archaeology,Archaeology,1.0,1,1,1,0.0
1858-1867,Arts and Archaeology,Architecture,0.5,1,1,1,0.0
1858-1867,Arts and Archaeology,Music,1.0,1,1,1,0.0
1858-1867,Arts and Archaeology,Numismatics,1.0,1,1,1,0.0
1858-1867,"Economy, Trade, and Technology",Commerce,1.499999999999999,5,4,4,71.0
1858-1867,"Economy, Trade, and Technology",Industries,1.499999999999999,5,4,4,71.0
1858-1867,"Economy, Trade, and Technology",Telecommunication,0.25,1,1,1,0.0
1858-1867,Education,Education,1.5,2,2,2,146.0
1858-1867,Geography and Travel,Travel,12.5,13,12,12,1018.6083333333331
1858-1867,History and Chronology,"Chronology, Historical",1.0,1,1,1,0.0
1858-1867,History and Chronology,History,1.5,2,1,1,0.0
1858-1867,History and Chronology,"History, Modern (20th century)",6.0,6,5,5,282.6047619047619
1858-1867,Literature and Language,Language and languages,4.333333333333333,5,5,5,743.2404761904761
1858-1867,Literature and Language,Literature,0.833333333333333,2,1,1,0.0
1858-1867,Natural Sciences,Agriculture,1.499999999999999,5,4,4,71.0
1858-1867,Natural Sciences,Astronomy,2.0,2,1,1,0.0
1858-1867,Natural Sciences,Botany,1.25,2,2,2,74.0
1858-1867,Natural Sciences,Chemistry,1.0,1,1,1,0.0
1858-1867,Natural Sciences,Geology,6.0,8,7,7,942.1595238095235
1858-1867,Natural Sciences,Hydrology,5.25,6,6,6,455.50952380952356
1858-1867,Natural Sciences,Medicine,1.0,1,1,1,0.0
1858-1867,Natural Sciences,Meteorology,9.25,10,8,8,530.2440476190475
1858-1867,Natural Sciences,Zoology,5.5,6,4,4,158.61666666666667
1858-1867,"Politics, Government, and Law",Law,2.0,2,2,2,74.0
1858-1867,Religion and Philosophy,Buddhism,1.5,2,2,2,115.97619047619044
1858-1867,Religion and Philosophy,Christianity,2.333333333333333,3,3,3,147.0
1858-1867,Religion and Philosophy,Confucianism,1.0,1,1,1,0.0
1858-1867,Religion and Philosophy,Judaism,1.0,1,1,1,0.0
1858-1867,Religion and Philosophy,Philosophy,2.0,2,2,2,74.0
1868-1877,Anthropology and Social Customs,Anthropology,2.25,6,5,5,293.2515873015872
1868-1877,Anthropology and Social Customs,Ethnology,2.25,6,5,5,293.2515873015872
1868-1877,Anthropology and Social Customs,Manners and customs,3.0,3,3,3,117.0
1868-1877,Anthropology and Social Customs,Mythology,1.0,1,1,1,0.0
1868-1877,Arts and Archaeology,Archaeology,2.0,2,2,2,1.0
1868-1877,Arts and Archaeology,Music,2.333333333333333,3,3,3,117.0
1868-1877,"Economy, Trade, and Technology",Commerce,0.583333333333333,2,1,1,0.0
1868-1877,"Economy, Trade, and Technology",Economics,2.0,2,1,1,0.0
1868-1877,"Economy, Trade, and Technology",Industries,0.583333333333333,2,1,1,0.0
1868-1877,Education,Education,1.0,1,1,1,0.0
1868-1877,Geography and Travel,Geography,1.583333333333333,3,3,3,191.51428571428568
1868-1877,Geography and Travel,Navigation,0.5,1,1,1,0.0
1868-1877,Geography and Travel,Travel,5.0,6,6,6,598.4539682539684
1868-1877,History and Chronology,Biography,2.0,2,2,2,59.0
1868-1877,History and Chronology,History,4.75,6,6,6,534.595238095238
1868-1877,History and Chronology,"History, Modern (20th century)",8.0,8,5,5,230.0
1868-1877,Literature and Language,Language and languages,5.583333333333333,7,6,6,529.5333333333332
1868-1877,Literature and Language,Literature,0.583333333333333,2,2,2,116.00000000000001
1868-1877,Military,Military art and science,1.0,1,1,1,0.0
1868-1877,Natural Sciences,Agriculture,0.583333333333333,2,1,1,0.0
1868-1877,Natural Sciences,Botany,0.333333333333333,1,1,1,0.0
1868-1877,Natural Sciences,Chemistry,0.25,1,1,1,0.0
1868-1877,Natural Sciences,Geology,3.083333333333333,5,4,4,167.0
1868-1877,Natural Sciences,Hydrology,1.333333333333333,2,2,2,59.0
1868-1877,Natural Sciences,Medicine,2.0,2,1,1,0.0
1868-1877,Natural Sciences,Meteorology,3.5,4,3,3,117.0
1868-1877,Natural Sciences,Zoology,2.083333333333333,4,4,4,167.0
1868-1877,Religion and Philosophy,Buddhism,1.333333333333333,2,2,2,60.40000000000004
1868-1877,Religion and Philosophy,Confucianism,0.5,1,1,1,0.0
1868-1877,Religion and Philosophy,Religion,2.0,2,2,2,59.0
1878-1887,Anthropology and Social Customs,Anthropology,0.333333333333333,1,1,1,0.0
1878-1887,Anthropology and Social Customs,Ethnology,0.333333333333333,1,1,1,0.0
1878-1887,Anthropology and Social Customs,Manners and customs,4.5,5,3,3,5.0
1878-1887,Anthropology and Social Customs,Mythology,1.0,1,0,0,0.0
1878-1887,Arts and Archaeology,Numismatics,3.0,3,3,3,3.0
1878-1887,Arts and Archaeology,Porcelain,0.25,1,1,1,0.0
1878-1887,"Economy, Trade, and Technology",Commerce,1.249999999999999,4,3,3,155.66666666666666
1878-1887,"Economy, Trade, and Technology",Economics,1.9999999999999991,4,3,3,43.357142857142854
1878-1887,"Economy, Trade, and Technology",Industries,1.249999999999999,4,3,3,155.66666666666666
1878-1887,"Economy, Trade, and Technology",Telecommunication,1.0,1,1,1,0.0
1878-1887,Education,Education,0.333333333333333,1,1,1,0.0
1878-1887,Geography and Travel,Geography,5.999999999999999,8,5,5,289.6833333333334
1878-1887,Geography and Travel,Navigation,0.666666666666666,2,1,1,0.0
1878-1887,Geography and Travel,Travel,8.666666666666666,10,7,7,221.32380952380947
1878-1887,History and Chronology,Biography,1.0,1,1,1,0.0
1878-1887,History and Chronology,"Chronology, Historical",2.0,2,2,2,5.4
1878-1887,History and Chronology,History,3.5,4,3,3,27.673809523809517
1878-1887,Literature and Language,Language and languages,17.666666666666664,19,12,12,519.5309523809522
1878-1887,Literature and Language,Literature,1.166666666666666,3,2,2,41.65
1878-1887,Military,Military art and science,1.0,1,1,1,0.0
1878-1887,Natural Sciences,Agriculture,1.249999999999999,4,3,3,155.66666666666666
1878-1887,Natural Sciences,Astronomy,1.0,1,1,1,0.0
1878-1887,Natural Sciences,Botany,3.333333333333333,4,3,3,101.0
1878-1887,Natural Sciences,Geology,5.333333333333333,6,4,4,365.0
1878-1887,Natural Sciences,Hydrology,1.0,1,1,1,0.0
1878-1887,Natural Sciences,Meteorology,4.0,4,4,4,12.0
1878-1887,Natural Sciences,Zoology,1.333333333333333,2,2,2,51.0
1878-1887,"Politics, Government, and Law",Government,0.9999999999999989,3,2,2,28.1904761904762
1878-1887,"Politics, Government, and Law",Law,1.5,2,1,1,0.0
1878-1887,"Politics, Government, and Law",Political science--Philosophy,0.9999999999999989,3,2,2,28.1904761904762
1878-1887,Religion and Philosophy,Buddhism,1.0,1,1,1,0.0
1878-1887,Religion and Philosophy,Confucianism,1.0,1,1,1,0.0
1878-1887,Religion and Philosophy,Philosophy,1.0,1,1,1,0.0
1878-1887,Religion and Philosophy,Religion,1.333333333333333,2,2,2,51.0
1888-1897,Anthropology and Social Customs,Anthropology,1.75,4,3,3,32.26565656565657
1888-1897,Anthropology and Social Customs,Ethnology,1.75,4,3,3,32.26565656565657
1888-1897,Anthropology and Social Customs,Manners and customs,3.0,4,3,3,48.40317460317461
1888-1897,Arts and Archaeology,Architecture,2.5,3,3,3,7.0
1888-1897,Arts and Archaeology,Numismatics,2.583333333333333,5,4,4,87.5190476190476
1888-1897,"Economy, Trade, and Technology",Commerce,0.25,1,1,1,0.0
1888-1897,"Economy, Trade, and Technology",Economics,2.1666666666666647,6,3,3,32.76031746031746
1888-1897,"Economy, Trade, and Technology",Industries,0.25,1,1,1,0.0
1888-1897,"Economy, Trade, and Technology",Telecommunication,2.5,3,3,3,49.1894660894661
1888-1897,Geography and Travel,Geography,1.0,1,1,1,0.0
1888-1897,Geography and Travel,Travel,1.333333333333333,2,1,1,0.0
1888-1897,History and Chronology,History,5.616666666666665,11,9,9,366.85515873015885
1888-1897,Literature and Language,Language and languages,6.199999999999999,11,8,8,286.23524531024526
1888-1897,Literature and Language,Literature,1.366666666666666,5,5,5,48.8426046176046
1888-1897,Natural Sciences,Agriculture,0.25,1,1,1,0.0
1888-1897,Natural Sciences,Astronomy,1.2,2,2,2,4.46803751803752
1888-1897,Natural Sciences,Botany,3.333333333333333,4,2,2,4.549603174603174
1888-1897,Natural Sciences,Hydrology,1.5,2,2,2,41.0
1888-1897,Natural Sciences,Zoology,1.0,1,1,1,0.0
1888-1897,"Politics, Government, and Law",Government,1.666666666666665,5,2,2,4.323015873015873
1888-1897,"Politics, Government, and Law",Law,0.75,2,2,2,152.0
1888-1897,"Politics, Government, and Law",Political science,0.333333333333333,1,1,1,0.0
1888-1897,"Politics, Government, and Law",Political science--Philosophy,0.9999999999999989,3,2,2,4.323015873015873
1888-1897,Religion and Philosophy,Buddhism,1.5,2,2,2,4.0
1888-1897,Religion and Philosophy,Christianity,1.0,1,1,1,0.0
1888-1897,Religion and Philosophy,Philosophy,1.0,1,1,1,0.0
1888-1897,Religion and Philosophy,Religion,0.2,1,1,1,0.0
1888-1897,Religion and Philosophy,Taoism,1.0,1,1,1,0.0
1898-1907,Anthropology and Social Customs,Anthropology,1.666666666666666,4,2,2,18.5
1898-1907,Anthropology and Social Customs,Ethnology,1.666666666666666,4,2,2,18.5
1898-1907,Anthropology and Social Customs,Manners and customs,4.5,5,5,5,345.0
1898-1907,Anthropology and Social Customs,Mythology,2.0,2,1,1,0.0
1898-1907,Arts and Archaeology,Archaeology,0.5,1,1,1,0.0
1898-1907,Arts and Archaeology,Art,0.5,1,1,1,0.0
1898-1907,Arts and Archaeology,Music,0.5,1,1,1,0.0
1898-1907,Arts and Archaeology,Numismatics,2.5,3,3,3,75.0
1898-1907,"Economy, Trade, and Technology",Commerce,1.083333333333333,4,3,3,34.666666666666664
1898-1907,"Economy, Trade, and Technology",Economics,2.166666666666666,4,4,4,364.7333333333334
1898-1907,"Economy, Trade, and Technology",Industries,1.083333333333333,4,3,3,34.666666666666664
1898-1907,Geography and Travel,Geography,0.666666666666666,2,1,1,0.0
1898-1907,Geography and Travel,Travel,2.25,3,3,3,255.0
1898-1907,History and Chronology,Biography,2.0,2,2,2,41.666666666666664
1898-1907,History and Chronology,History,2.0,2,2,2,38.0
1898-1907,Natural Sciences,Agriculture,1.083333333333333,4,3,3,34.666666666666664
1898-1907,Natural Sciences,Astronomy,1.0,1,1,1,0.0
1898-1907,Natural Sciences,Botany,1.0,1,1,1,0.0
1898-1907,Natural Sciences,Hydrology,0.5,2,1,1,0.0
1898-1907,"Politics, Government, and Law",Government,0.916666666666666,3,3,3,149.50000000000009
1898-1907,"Politics, Government, and Law",Law,1.5,2,2,2,38.0
1898-1907,"Politics, Government, and Law",Political science--Philosophy,0.916666666666666,3,3,3,149.50000000000009
1898-1907,Religion and Philosophy,Confucianism,0.5,1,1,1,0.0
1898-1907,Religion and Philosophy,Judaism,1.0,1,1,1,0.0
1898-1907,Religion and Philosophy,Philosophy,2.25,3,3,3,89.60000000000004
1898-1907,Religion and Philosophy,Religion,1.25,2,2,2,360.0
1908-1917,Anthropology and Social Customs,Anthropology,0.5,1,1,1,0.0
1908-1917,Anthropology and Social Customs,Ethnology,0.5,1,1,1,0.0
1908-1917,Anthropology and Social Customs,Manners and customs,4.0,4,3,3,95.43333333333328
1908-1917,Anthropology and Social Customs,Mythology,1.5,2,2,2,19.099999999999998
1908-1917,Arts and Archaeology,Archaeology,6.166666666666666,11,8,8,599.5380952380951
1908-1917,Arts and Archaeology,Architecture,1.0,1,1,1,0.0
1908-1917,Arts and Archaeology,Art,3.166666666666666,8,5,5,182.2238095238095
1908-1917,Arts and Archaeology,Bronzes,2.0,2,1,1,0.0
1908-1917,Arts and Archaeology,Decorative arts,3.5,4,1,1,0.0
1908-1917,Arts and Archaeology,Music,2.25,3,3,3,100.43809523809527
1908-1917,Arts and Archaeology,Numismatics,1.0,1,1,1,0.0
1908-1917,Arts and Archaeology,Painting,2.0,2,1,1,0.0
1908-1917,Arts and Archaeology,Sculpture,1.0,1,1,1,0.0
1908-1917,Geography and Travel,Travel,3.25,5,4,4,129.00000000000003
1908-1917,History and Chronology,"Chronology, Historical",1.0,1,1,1,0.0
1908-1917,History and Chronology,History,3.833333333333333,6,6,6,369.5023809523808
1908-1917,History and Chronology,"History, Modern (20th century)",1.0,1,1,1,0.0
1908-1917,Literature and Language,Language and languages,7.0,7,7,7,234.76428571428573
1908-1917,Literature and Language,Literature,0.5,1,1,1,0.0
1908-1917,Natural Sciences,Astronomy,1.0,1,1,1,0.0
1908-1917,Natural Sciences,Botany,1.0,1,1,1,0.0
1908-1917,Natural Sciences,Geology,0.5,1,1,1,0.0
1908-1917,Natural Sciences,Hydrology,0.5,1,1,1,0.0
1908-1917,Natural Sciences,Meteorology,1.0,1,1,1,0.0
1908-1917,Natural Sciences,Zoology,8.0,8,7,7,297.0
1908-1917,"Politics, Government, and Law",Law,2.0,2,2,2,52.0
1908-1917,Religion and Philosophy,Buddhism,3.25,4,2,2,52.0
1908-1917,Religion and Philosophy,Christianity,3.333333333333333,4,1,1,0.0
1908-1917,Religion and Philosophy,Confucianism,2.0,2,2,2,1.0
1908-1917,Religion and Philosophy,Philosophy,1.0,1,1,1,0.0
1908-1917,Religion and Philosophy,Religion,3.25,4,4,4,153.0
1908-1917,Religion and Philosophy,Taoism,1.0,1,1,1,0.0
1918-1927,Anthropology and Social Customs,Anthropology,4.999999999999999,11,10,10,445.7544970451881
1918-1927,Anthropology and Social Customs,Ethnology,4.999999999999999,11,10,10,445.7544970451881
1918-1927,Anthropology and Social Customs,Folklore,2.5,3,3,3,775.0
1918-1927,Anthropology and Social Customs,Manners and customs,4.833333333333333,7,6,6,425.31108225108227
1918-1927,Anthropology and Social Customs,Mythology,0.833333333333333,2,2,2,1.6666666666666665
1918-1927,Arts and Archaeology,Antiquities,0.333333333333333,1,1,1,0.0
1918-1927,Arts and Archaeology,Archaeology,2.5,6,4,4,148.68634615762105
1918-1927,Arts and Archaeology,Art,3.5,7,5,5,251.68634615762105
1918-1927,Arts and Archaeology,Painting,1.0,1,1,1,0.0
1918-1927,"Economy, Trade, and Technology",Commerce,0.25,1,1,1,0.0
1918-1927,"Economy, Trade, and Technology",Economics,0.25,1,1,1,0.0
1918-1927,"Economy, Trade, and Technology",Industries,0.25,1,1,1,0.0
1918-1927,Geography and Travel,Asia,2.833333333333332,7,7,7,663.1951754997231
1918-1927,Geography and Travel,Geography,2.333333333333332,5,5,5,179.03874913879275
1918-1927,Geography and Travel,Travel,6.916666666666665,11,9,9,1192.1090816269823
1918-1927,History and Chronology,Biography,3.5,4,4,4,276.3187643551603
1918-1927,History and Chronology,History,1.833333333333333,4,3,3,113.63343685300202
1918-1927,History and Chronology,"History, Ancient",1.0,1,1,1,0.0
1918-1927,History and Chronology,"History, Modern",1.5,3,3,3,34.36648351648351
1918-1927,Literature and Language,East Asian languages,2.0,2,2,2,103.0
1918-1927,Literature and Language,Language and languages,15.0,15,9,9,893.0528141511165
1918-1927,Literature and Language,Literature,3.5,4,4,4,266.76777622185267
1918-1927,Natural Sciences,Agriculture,2.583333333333332,6,3,3,529.0
1918-1927,Natural Sciences,Botany,3.833333333333332,7,4,4,207.16666666666669
1918-1927,Natural Sciences,Chemistry,0.25,1,1,1,0.0
1918-1927,Natural Sciences,Geology,4.5,5,5,5,355.5
1918-1927,Natural Sciences,Hydrology,1.5,2,2,2,49.5
1918-1927,Natural Sciences,Zoology,17.833333333333332,21,11,11,1100.8333333333333
1918-1927,"Politics, Government, and Law",Government,0.25,1,1,1,0.0
1918-1927,"Politics, Government, and Law",Political science,1.0,1,1,1,0.0
1918-1927,"Politics, Government, and Law",Political science--Philosophy,0.25,1,1,1,0.0
1918-1927,Religion and Philosophy,Buddhism,1.0,1,1,1,0.0
1918-1927,Religion and Philosophy,China--Religion,4.5,5,5,5,407.0333170678482
1918-1927,Religion and Philosophy,Christianity,3.0,3,2,2,17.79724912850462
1918-1927,Religion and Philosophy,Islam,3.0,3,2,2,1.0
1918-1927,Religion and Philosophy,Philosophy,5.0,5,5,5,406.0
1918-1927,Religion and Philosophy,Religion,6.833333333333333,8,8,8,1737.8277171171674
1918-1927,Religion and Philosophy,Taoism,3.0,3,2,2,103.0
1928-1932,Anthropology and Social Customs,Anthropology,1.0,2,2,2,14.5
1928-1932,Anthropology and Social Customs,Ethnology,1.0,2,2,2,14.5
1928-1932,Anthropology and Social Customs,Folklore,1.0,1,1,1,0.0
1928-1932,Anthropology and Social Customs,Mythology,0.5,1,1,1,0.0
1928-1932,Arts and Archaeology,Art,1.0,1,1,1,0.0
1928-1932,Arts and Archaeology,Music,0.5,1,1,1,0.0
1928-1932,Arts and Archaeology,Porcelain,2.0,2,2,2,30.0
1928-1932,"Economy, Trade, and Technology",Economics,1.0,1,1,1,0.0
1928-1932,Education,Education,0.5,1,1,1,0.0
1928-1932,Geography and Travel,Asia,2.583333333333332,7,7,7,18.566666666666666
1928-1932,Geography and Travel,Geography,1.583333333333332,5,5,5,4.133333333333333
1928-1932,Geography and Travel,Travel,1.583333333333332,5,5,5,4.133333333333333
1928-1932,History and Chronology,Biography,1.5,2,2,2,184.0
1928-1932,History and Chronology,"Chronology, Historical",1.5,2,2,2,84.0
1928-1932,History and Chronology,"History, Ancient",2.0,2,2,2,1.0
1928-1932,History and Chronology,"History, Modern",1.25,3,3,3,2.1666666666666665
1928-1932,Literature and Language,East Asian languages,4.0,4,4,4,227.0
1928-1932,Literature and Language,Literature,4.5,5,5,5,162.0
1928-1932,Natural Sciences,Astronomy,1.0,1,1,1,0.0
1928-1932,Natural Sciences,Botany,5.0,5,3,3,3.0
1928-1932,Natural Sciences,Geology,2.0,2,1,1,0.0
1928-1932,Natural Sciences,Medicine,1.0,1,1,1,0.0
1928-1932,Natural Sciences,Science,1.0,1,1,1,0.0
1928-1932,Natural Sciences,Zoology,1.0,1,1,1,0.0
1928-1932,"Politics, Government, and Law","Associations, institutions, etc.",1.0,1,1,1,0.0
1928-1932,"Politics, Government, and Law",Political science,1.0,1,1,1,0.0
1928-1932,Religion and Philosophy,China--Religion,6.5,7,7,7,300.0
1928-1932,Religion and Philosophy,Islam,1.5,2,1,1,0.0
1928-1932,Religion and Philosophy,Philosophy,2.5,3,3,3,59.0
1928-1932,Religion and Philosophy,Religion,0.5,1,1,1,0.0
